Overall accuracy,Unknown classes overall_acc,Per class accuracy
0.051,0.05575,"[0.0125, 0.0375, 0.0625, 0.0125, 0.0125, 0.05, 0.025, 0.025, 0.0375, 0.0125, 0.025, 0.0125, 0.05, 0.0375, 0.025, 0.0125, 0.0375, 0.1, 0.0625, 0.025, 0.1125, 0.15, 0.0625, 0.1125, 0.0625, 0.025, 0.05, 0.0125, 0.0125, 0.025, 0.075, 0.025, 0.025, 0.0625, 0.0375, 0.0125, 0.0625, 0.0625, 0.025, 0.025, 0.0625, 0.175, 0.025, 0.175, 0.0125, 0.0125, 0.0125, 0.075, 0.025, 0.025, 0.0625, 0.175, 0.3125, 0.0125, 0.0375, 0.025, 0.0375, 0.0875, 0.0125, 0.05, 0.0625, 0.1, 0.075, 0.025, 0.05, 0.0125, 0.0125, 0.1125, 0.0125, 0.0125, 0.1875, 0.1375, 0.0375, 0.1, 0.025, 0.0125, 0.0375, 0.0125, 0.0375, 0.0125, 0.025, 0.025, 0.075, 0.1, 0.0625, 0.025, 0.025, 0.0125, 0.0125, 0.0625, 0.0875, 0.0125, 0.1125, 0.025, 0.0125, 0.075, 0.025, 0.025, 0.075, 0.025]"
