Overall accuracy,Unknown classes overall_acc,Per class accuracy
0.5554443888610973,0.5748205834873537,"[0.9438775510204082, 0.631424375917768, 0.05977382875605816, 0.5082508250825083, 0.5534804753820034, 0.4280373831775701, 0.8641114982578397, 0.45454545454545453, 0.5753424657534246, 0.5520661157024793]"
