Overall accuracy,Unknown classes overall_acc,Per class accuracy
0.5842921460730365,0.7553205185534131,"[0.9727891156462585, 0.4199706314243759, 0.2633279483037157, 0.2706270627062706, 0.23089983022071306, 0.9457943925233645, 0.975609756097561, 0.9707792207792207, 0.7654109589041096, 0.11900826446280992]"
